word,length,fre,pmi,entropy
沖縄,2,7.646362236112329e-05,9.016291331926256,3.0870940569940406
政党,2,2.652243727655199e-05,5.532165208629141,3.0858605418422496
鈴木,2,3.526919850605318e-05,7.881667811637693,3.085698489215292
報道,2,3.414058415385948e-05,4.693213904195861,3.0850052388620957
流通,2,3.0190433921181525e-05,4.155306198129271,3.0844057650434475
憲法,2,4.063011667897327e-05,6.211902569940458,3.0827269359844234
クラブ,3,4.1758731031166966e-05,4.283376116493556,3.082193539067134
心理学,3,2.8779665980939396e-05,5.313312104850366,3.0817715697416594
製品,2,0.00011145066727912806,5.2404545942671446,3.0798406224236525
社会的,3,2.99082803331331e-05,3.6121379567078895,3.079489295444543
海外,2,5.727717837383037e-05,4.865954162191954,3.079437159406789
戦車,2,3.4704891329956334e-05,4.142900786496958,3.0776657255124573
平和,2,4.147657744311854e-05,4.4070229424598395,3.0766899730955233
病院,2,3.555135209410161e-05,7.623012659898996,3.0765661167984106
集英社,3,3.583350568215003e-05,6.8072224776007735,3.0762273511522036
団体,2,5.897009990212092e-05,5.050536000386771,3.076147879286942
児童,2,2.3983054984116165e-05,8.904091312225159,3.0761173694149324
新しい,3,0.00010072883093328789,3.85538266570188,3.071227041023564
マウス,3,2.0879365515583483e-05,4.2469790387022295,3.0709305892025385
造形,2,1.5800600930711826e-05,3.662804068626464,3.0707962370648607
録音,2,3.9501502326779565e-05,4.5907987867363715,3.070157580132862
配信,2,3.780858079848901e-05,5.279944734371232,3.0686582811240117
旅行,2,2.539382292435829e-05,4.74774694732142,3.06820429523696
財政,2,2.7086744452648843e-05,5.894369646499777,3.0671078509143377
小学校,3,3.9219348738731135e-05,5.338754415961143,3.065586654132777
演奏,2,0.00010665405628230482,7.161746727081465,3.0635195430015436
主義的な,4,1.241475787413072e-05,3.5227099213758324,3.0630891270468883
運動,2,0.00014135894761226116,5.653201124672997,3.061384653429914
数値,2,3.837288797458586e-05,4.342174593454264,3.0606331125565216
に適した,4,8.464607641452763e-06,3.5376292832801792,3.060287092608695
操作,2,9.903590940499734e-05,5.444398346275499,3.0595203255234074
宮城県,3,1.55184473426634e-05,6.547293293047822,3.0588761928649286
首都,2,5.6148564021636665e-05,6.449538914174004,3.058775137036922
愛媛県,3,1.5800600930711826e-05,6.6232990562008505,3.057658696874228
世代,2,8.746761229501189e-05,3.573020276891405,3.0565114814687027
社員,2,2.4547362160213013e-05,4.252939887943432,3.056379593009108
諸島,2,3.724427362239216e-05,5.75726021430647,3.0561300349741853
宣言,2,9.903590940499734e-05,6.1089849322695535,3.0553951048805135
模型,2,2.2007979867777187e-05,5.107992029863213,3.0550347450045496
生物学,3,5.925225349016935e-05,4.944482754453711,3.0549500965840823
文法,2,9.0853455351593e-05,4.0502096258707585,3.0547270849241106
処理,2,0.00021443672691680334,6.3690277661936285,3.0535803613817643
ヒーロー,4,4.6837495616038626e-05,4.031687729168413,3.052636087661348
それぞれ,4,0.0001884785968163482,4.301524708120256,3.05246107947732
公式,2,8.887838023525402e-05,5.038251559110366,3.0521417924965317
貿易,2,2.8215358804842547e-05,8.735177914971809,3.051180867920607
韓国,2,2.3136594219970887e-05,5.583462788120904,3.048632953554099
